Date,Order ID,Product,Category,Sales,Cost,Discount,Quantity,Region,Profit
2024-06-27,b9695,Laptop,Furniture,622.69,434.25,0,1,North,188.44
2024-06-28,8918f,Printer,Accessories,111.26,68.56,20,3,North,42.7
2024-06-29,33ec6,Headphones,Furniture,703.74,419.28,5,4,North,284.46
2024-06-30,3f43c,Smartphone,Electronics,1527.57,886.17,10,9,East,641.4
2024-07-01,95b2c,Desk,Accessories,1095.85,715.32,5,10,South,380.53
2024-07-02,89ac0,Laptop,Furniture,1292.99,976.01,15,10,East,316.98
2024-07-03,8519d,Smartphone,Clothing,1037.56,544.52,0,3,South,493.04
2024-07-04,ece0f,Headphones,Accessories,842.03,471.38,15,10,East,370.65
2024-07-05,84670,Printer,Clothing,1659.3,1363.57,15,6,East,295.73
2024-07-06,3e316,Chair,Electronics,836.9,703.82,15,7,North,133.08
2024-07-07,1fd11,Mouse,Accessories,916.39,547.89,10,9,West,368.5
2024-07-08,789db,Printer,Electronics,1747.19,1352.58,15,3,East,394.61
2024-07-09,9ff58,Mouse,Electronics,966.59,692.8,5,4,North,273.79
2024-07-10,e88ac,Desk,Furniture,1755.76,1333.77,0,9,East,421.99
2024-07-11,d667c,Desk,Accessories,1327.21,799.22,0,5,South,527.99
2024-07-12,b8b7b,Headphones,Accessories,1523.25,876.67,10,2,North,646.58
2024-07-13,d8cb4,Mouse,Clothing,781.93,474.53,15,7,North,307.4
2024-07-14,253d9,Tablet,Accessories,1652.99,1131.05,5,2,West,521.94
2024-07-15,20df0,Mouse,Furniture,1596.7,1008.86,10,8,West,587.84
2024-07-16,3dbd9,Printer,Furniture,1073.69,748.96,0,8,North,324.73
2024-07-17,4a249,Smartphone,Clothing,428.56,308.51,15,5,West,120.05
2024-07-18,e3cdd,Tablet,Accessories,1917.87,1622.16,10,1,North,295.71
2023-07-20,b3bf7,Monitor,Furniture,1920.21,1218.34,0,2,West,701.87
2023-07-21,a3ab3,Tablet,Furniture,185.52,102.78,20,3,North,82.74
2023-07-22,cf133,Printer,Electronics,1259.35,1054.38,5,5,East,204.97
2023-07-23,711eb,Monitor,Furniture,502.37,392.75,15,6,West,109.62
2023-07-24,20a02,Desk,Electronics,1507.27,904.05,15,3,South,603.22
2023-07-25,4fe65,Chair,Electronics,1039.84,719.98,15,9,West,319.86
2023-07-26,79f75,Mouse,Furniture,1253.12,825.02,15,5,East,428.1
2023-07-27,85e5b,Mouse,Accessories,194.27,100.08,15,5,South,94.19
2023-07-28,67180,Keyboard,Electronics,1864.83,1434.18,0,7,East,430.65
2023-07-29,b244e,Headphones,Electronics,1438.51,781.27,15,6,North,657.24
2023-07-30,30a0a,Headphones,Clothing,1991.84,1620.3,20,6,West,371.54
2023-07-31,44951,Chair,Furniture,1283.63,992.86,15,3,South,290.77
2023-08-01,ac4c7,Laptop,Accessories,244.2,136.19,10,9,East,108.01
2023-08-02,a2a2d,Chair,Electronics,303.89,208.31,20,2,West,95.58
2023-08-03,91c00,Smartphone,Clothing,1602.1,1385.53,20,6,South,216.57
2023-08-04,97aae,Tablet,Clothing,1221.04,895.37,0,9,North,325.67
2023-08-05,cede3,Headphones,Clothing,1722.06,1183.77,0,9,East,538.29
2023-08-06,bdc9b,Headphones,Accessories,182.58,141.69,15,5,West,40.89
2023-08-07,e99a2,Tablet,Electronics,160.8,143.41,10,6,North,17.39
2023-08-08,d5e05,Keyboard,Clothing,1930.43,1653.92,15,2,East,276.51
2023-08-09,d8235,Chair,Clothing,1796.49,1594.17,20,3,East,202.32
2023-08-10,4a492,Tablet,Accessories,1681.66,1489.09,20,5,North,192.57
2023-08-11,d4391,Laptop,Accessories,1446.57,836.82,10,7,South,609.75
2023-08-12,d6ba0,Tablet,Accessories,1845.14,1582.33,15,9,East,262.81
2023-08-13,a3009,Laptop,Furniture,1784.79,1345.73,10,6,North,439.06
2023-08-14,dab3a,Tablet,Furniture,1479.36,1219.4,20,6,North,259.96
2023-08-15,1fa3a,Smartphone,Furniture,1770.08,1051.56,20,2,South,718.52
2023-08-16,b9b80,Tablet,Clothing,1115.6,798.25,15,10,East,317.35
2023-08-17,2048f,Desk,Electronics,1462.89,1007.54,5,7,West,455.35
2023-08-18,214f5,Desk,Accessories,420.85,298.9,5,5,West,121.95
2023-08-19,bccd1,Monitor,Electronics,123.68,65.35,20,10,East,58.33
2023-08-20,25f32,Mouse,Clothing,756.75,399.98,10,6,North,356.77
2023-08-21,7299b,Keyboard,Electronics,161.52,122.7,20,10,North,38.82
2023-08-22,9a66c,Smartphone,Furniture,1353.31,759.24,10,3,South,594.07
2023-08-23,e46d8,Keyboard,Furniture,1413.6,1126.97,20,8,West,286.63
2023-08-24,715e0,Laptop,Furniture,193.32,102.23,0,2,South,91.09
2023-08-25,1c32a,Printer,Accessories,1875.01,1396.76,10,6,North,478.25
2023-08-26,6dac9,Desk,Accessories,1564.26,790.89,15,8,West,773.37
2023-08-27,9a382,Headphones,Accessories,377.11,276.81,10,7,East,100.3
2023-08-28,445d1,Tablet,Furniture,250.38,151.59,20,8,South,98.79
2023-08-29,58bdc,Monitor,Accessories,1219.3,640.05,15,8,South,579.25
2023-08-30,c317a,Desk,Electronics,228.83,192.14,0,4,South,36.69
2023-08-31,81709,Headphones,Electronics,1505.18,1262.81,15,8,West,242.37
2023-09-01,c2906,Tablet,Clothing,1242.93,745.71,10,9,North,497.22
2023-09-02,7e981,Laptop,Furniture,1666.24,1344.71,15,4,North,321.53
2023-09-03,f0155,Mouse,Furniture,1297.32,828.87,0,2,East,468.45
2023-09-04,258f6,Keyboard,Accessories,217.11,127.33,10,7,East,89.78
2023-09-05,4cedc,Headphones,Furniture,821.34,417.56,0,7,South,403.78
2023-09-06,c6e8a,Desk,Clothing,183.84,159.7,10,5,West,24.14
2023-09-07,6726b,Mouse,Furniture,1430.68,1091.53,5,1,North,339.15
2023-09-08,73732,Keyboard,Electronics,519.42,389.66,20,8,South,129.76
2023-09-09,9896a,Smartphone,Clothing,1944.31,1277.19,15,7,North,667.12
2023-09-10,7d3e9,Smartphone,Furniture,1875.82,1677.9,20,1,West,197.92
2023-09-11,a72fd,Tablet,Furniture,239.72,133.58,20,7,East,106.14
2023-09-12,74835,Smartphone,Furniture,204.61,136.42,10,3,East,68.19
2023-09-13,6f45b,Keyboard,Furniture,1047.31,589.28,0,4,West,458.03
2023-09-14,520a9,Printer,Furniture,1019.66,751.43,20,8,South,268.23
2023-09-15,1a6dd,Printer,Accessories,1789.59,1060.28,20,8,South,729.31
2023-09-16,e7b5c,Chair,Electronics,944.71,568.81,10,6,East,375.9
2023-09-17,8328e,Mouse,Clothing,404.92,218.97,0,2,North,185.95
2023-09-18,3a7c3,Smartphone,Furniture,464.08,416.07,5,6,South,48.01
2023-09-19,56d30,Chair,Electronics,768.72,534.64,20,2,West,234.08
2023-09-20,57893,Monitor,Accessories,919.3,695.36,20,8,West,223.94
2023-09-21,c36b9,Desk,Electronics,1585.54,1243.12,5,7,West,342.42
2023-09-22,cac79,Monitor,Furniture,188.55,112.71,15,1,West,75.84
2023-09-23,e2842,Desk,Furniture,1904.02,1079.53,10,2,West,824.49
2023-09-24,9369c,Keyboard,Electronics,1746.77,1045.42,15,2,West,701.35
2023-09-25,376a2,Smartphone,Clothing,656.14,558.35,0,9,West,97.79
2023-09-26,c596b,Laptop,Clothing,1228.29,629.3,20,2,West,598.99
2023-09-27,87852,Headphones,Electronics,622.46,332.69,10,1,East,289.77
2023-09-28,5870c,Mouse,Clothing,576.99,433.84,10,2,South,143.15
2023-09-29,cd0f1,Headphones,Clothing,177.93,100.52,10,10,East,77.41
2023-09-30,c74fb,Printer,Accessories,1380.96,1188.13,0,3,North,192.83
2023-10-01,da506,Printer,Furniture,340.59,287.21,0,4,South,53.38
2023-10-02,a8aa0,Laptop,Electronics,334.62,283.81,0,5,East,50.81
2023-10-03,83b5f,Tablet,Clothing,638.0,389.45,5,4,East,248.55
2023-10-04,74359,Chair,Furniture,1465.19,910.4,10,3,West,554.79
2023-10-05,2840d,Monitor,Furniture,269.58,143.81,20,1,South,125.77
2023-10-06,d1742,Mouse,Accessories,970.47,730.86,10,2,South,239.61
2023-10-07,39b8e,Smartphone,Electronics,113.34,85.65,20,6,East,27.69
2023-10-08,58b9b,Chair,Accessories,553.4,311.94,15,4,North,241.46
2023-10-09,905ad,Desk,Furniture,515.28,460.53,20,4,North,54.75
2023-10-10,92241,Tablet,Electronics,1932.26,1561.95,10,7,East,370.31
2023-10-11,ad3b0,Laptop,Clothing,585.44,441.24,15,5,West,144.2
2023-10-12,d2024,Keyboard,Accessories,1680.21,1261.84,0,3,South,418.37
2023-10-13,c90a3,Monitor,Accessories,1538.55,1035.7,15,1,East,502.85
2023-10-14,8e0f7,Monitor,Furniture,1811.95,1383.65,15,3,South,428.3
2023-10-15,66985,Laptop,Electronics,562.29,344.77,5,9,West,217.52
2023-10-16,3d57f,Chair,Furniture,1611.48,1044.12,0,8,West,567.36
2023-10-17,60666,Laptop,Furniture,1595.84,1203.38,0,8,South,392.46
2023-10-18,ecde2,Desk,Clothing,1483.15,846.03,10,4,South,637.12
2023-10-19,b1fb6,Monitor,Furniture,461.21,259.72,10,5,West,201.49
2023-10-20,3c704,Tablet,Furniture,521.3,425.58,10,1,South,95.72
2023-10-21,bcbab,Tablet,Accessories,422.59,265.77,0,1,East,156.82
2023-10-22,3efea,Mouse,Furniture,700.94,494.46,0,6,North,206.48
2023-10-23,434d2,Monitor,Furniture,480.55,244.53,15,8,North,236.02
2023-10-24,66d47,Monitor,Furniture,452.39,369.68,0,8,South,82.71
2023-10-25,aa984,Tablet,Accessories,1426.96,1156.95,20,10,West,270.01
2023-10-26,3c2d3,Laptop,Furniture,286.31,168.23,5,2,East,118.08
2023-10-27,680d3,Desk,Electronics,1349.22,1209.0,5,6,West,140.22
2023-10-28,2740e,Monitor,Electronics,847.09,713.13,5,6,West,133.96
2023-10-29,86e1b,Headphones,Clothing,366.87,225.5,5,6,West,141.37
2023-10-30,733c5,Keyboard,Clothing,1259.91,761.19,5,6,North,498.72
2023-10-31,83fbe,Headphones,Electronics,96.68,86.97,0,9,West,9.71
2023-11-01,b8f5a,Keyboard,Accessories,1544.11,915.41,15,6,South,628.7
2023-11-02,8ebac,Laptop,Accessories,1984.9,1749.64,10,1,East,235.26
2023-11-03,b01c0,Desk,Accessories,1202.7,891.97,15,5,East,310.73
2023-11-04,b28bd,Desk,Electronics,1486.47,1059.54,0,9,West,426.93
2023-11-05,b205b,Headphones,Electronics,1008.93,676.67,10,2,West,332.26
2023-11-06,6c223,Headphones,Electronics,314.85,247.66,15,6,West,67.19
2023-11-07,754b5,Monitor,Furniture,1250.71,814.13,5,8,East,436.58
2023-11-08,c30d9,Chair,Electronics,1427.62,828.81,5,2,North,598.81
2023-11-09,7e3d0,Keyboard,Furniture,1148.56,966.58,15,8,North,181.98
2023-11-10,8593e,Tablet,Accessories,547.07,360.99,15,8,South,186.08
2023-11-11,73a94,Desk,Accessories,952.73,814.66,5,8,North,138.07
2023-11-12,36a46,Laptop,Accessories,1654.88,1259.87,5,1,South,395.01
2023-11-13,cbe5b,Headphones,Accessories,1628.09,1458.22,5,2,East,169.87
2023-11-14,f2a2b,Smartphone,Furniture,594.8,419.06,15,5,North,175.74
2023-11-15,76e12,Headphones,Clothing,994.75,615.01,20,4,South,379.74
2023-11-16,d5fed,Keyboard,Clothing,1618.9,1161.68,5,8,East,457.22
2023-11-17,be9ba,Tablet,Furniture,1102.33,938.51,5,5,North,163.82
2023-11-18,95a5d,Headphones,Electronics,1428.15,1181.87,5,3,North,246.28
2023-11-19,76dd5,Laptop,Accessories,80.63,63.14,10,1,North,17.49
2023-11-20,78ca3,Mouse,Furniture,383.84,288.57,10,7,East,95.27
2023-11-21,9aa2c,Smartphone,Electronics,51.0,43.62,5,1,West,7.38
2023-11-22,5a775,Laptop,Clothing,1965.56,1687.52,0,5,South,278.04
2023-11-23,b665f,Smartphone,Accessories,1473.04,1006.18,20,7,East,466.86
2023-11-24,6ef73,Laptop,Furniture,1795.54,984.89,10,2,West,810.65
2023-11-25,9bf96,Chair,Accessories,742.63,496.88,0,8,South,245.75
2023-11-26,b7abc,Tablet,Clothing,479.61,268.41,10,1,South,211.2
2023-11-27,41c5f,Monitor,Clothing,1364.69,755.55,5,8,East,609.14
2023-11-28,c2843,Smartphone,Clothing,769.17,631.8,0,9,East,137.37
2023-11-29,3470a,Mouse,Accessories,571.85,491.12,0,8,North,80.73
2023-11-30,70eae,Mouse,Clothing,621.37,551.68,10,4,North,69.69
2023-12-01,e55f5,Desk,Clothing,218.63,109.83,5,9,North,108.8
2023-12-02,83aaa,Printer,Accessories,295.87,150.13,10,6,East,145.74
2023-12-03,96f29,Smartphone,Electronics,138.38,69.72,0,2,South,68.66
2023-12-04,24c9a,Chair,Electronics,867.73,735.18,15,1,West,132.55
2023-12-05,cecb7,Printer,Furniture,610.08,314.45,0,6,West,295.63
2023-12-06,d0138,Keyboard,Electronics,162.21,95.16,5,6,West,67.05
2023-12-07,2025a,Laptop,Electronics,1922.14,1638.23,5,7,West,283.91
2023-12-08,5c113,Mouse,Accessories,471.02,384.25,10,5,East,86.77
2023-12-09,4b84e,Headphones,Accessories,1750.0,1526.3,20,9,West,223.7
2023-12-10,831c8,Printer,Electronics,904.1,670.02,10,5,West,234.08
2023-12-11,27b41,Tablet,Clothing,689.84,354.44,10,6,North,335.4
2023-12-12,2902e,Headphones,Accessories,222.76,193.63,5,3,North,29.13
2023-12-13,5679e,Mouse,Furniture,997.49,553.28,15,9,East,444.21
2023-12-14,799ee,Laptop,Furniture,441.65,355.87,0,9,South,85.78
2023-12-15,65b44,Desk,Furniture,1930.4,1214.13,15,9,North,716.27
2023-12-16,59347,Keyboard,Electronics,424.59,324.13,10,5,North,100.46
2023-12-17,225b9,Chair,Electronics,440.02,246.11,20,7,South,193.91
2023-12-18,97e0a,Headphones,Clothing,605.94,435.19,15,3,West,170.75
2023-12-19,6451b,Printer,Furniture,1402.3,1024.6,20,3,West,377.7
2023-12-20,c06a5,Monitor,Furniture,1888.75,995.73,0,1,North,893.02
2023-12-21,50f34,Laptop,Furniture,1839.79,1219.07,15,4,South,620.72
2023-12-22,6c394,Headphones,Furniture,117.04,63.02,5,2,South,54.02
2023-12-23,e7c38,Smartphone,Accessories,1433.72,1095.97,15,3,West,337.75
2023-12-24,b3db4,Monitor,Accessories,606.86,459.99,20,8,West,146.87
2023-12-25,ec408,Keyboard,Clothing,1487.73,1094.12,15,9,East,393.61
2023-12-26,3308f,Desk,Electronics,532.11,329.85,5,2,West,202.26
2023-12-27,e30c6,Mouse,Electronics,1868.94,1174.53,0,5,East,694.41
2023-12-28,5c56c,Printer,Furniture,1391.56,1184.66,0,3,North,206.9
2023-12-29,6ecec,Laptop,Furniture,1029.12,634.89,5,1,West,394.23
2023-12-30,64895,Chair,Accessories,449.13,275.93,0,1,North,173.2
2023-12-31,e46ce,Monitor,Clothing,1457.98,1207.59,10,1,North,250.39
2024-01-01,c45cd,Mouse,Furniture,937.81,643.57,10,8,South,294.24
2024-01-02,1f773,Smartphone,Furniture,479.33,285.93,0,2,East,193.4
2024-01-03,a7c08,Headphones,Electronics,1794.83,1234.56,10,10,South,560.27
2024-01-04,e5134,Chair,Clothing,1966.82,1386.4,5,8,East,580.42
2024-01-05,723fa,Printer,Furniture,148.68,121.15,0,5,East,27.53
2024-01-06,8a89b,Tablet,Electronics,1167.37,975.21,0,6,West,192.16
2024-01-07,a5fb9,Chair,Clothing,941.56,600.56,15,7,West,341.0
2024-01-08,53689,Monitor,Furniture,799.92,678.7,10,10,East,121.22
2024-01-09,dccab,Laptop,Electronics,303.99,200.62,20,3,South,103.37
2024-01-10,a248a,Mouse,Furniture,1441.88,770.84,15,8,East,671.04
2024-01-11,195d1,Monitor,Clothing,1805.89,1338.36,5,3,East,467.53
2024-01-12,1df79,Tablet,Electronics,237.25,129.92,0,5,West,107.33
2024-01-13,a1c55,Mouse,Electronics,711.58,386.07,0,3,North,325.51
2024-01-14,e2a20,Desk,Accessories,1142.04,610.99,5,4,South,531.05
2024-01-15,87a29,Chair,Accessories,864.27,679.34,0,1,East,184.93
2024-01-16,1ba4a,Headphones,Electronics,1581.84,1047.78,10,2,East,534.06
2024-01-17,e1977,Tablet,Clothing,1018.9,517.13,5,6,West,501.77
2024-01-18,bd1a2,Keyboard,Furniture,1909.36,1505.16,0,10,South,404.2
2024-01-19,5a78f,Printer,Furniture,738.88,662.34,10,8,West,76.54
2024-01-20,d2c37,Desk,Clothing,1576.58,931.85,5,6,South,644.73
2024-01-21,90432,Tablet,Accessories,1553.36,1027.5,20,5,West,525.86
2024-01-22,e2129,Chair,Furniture,1788.4,1063.41,10,5,South,724.99
2024-01-23,2f489,Keyboard,Furniture,1275.02,1051.93,0,1,West,223.09
2024-01-24,dbcdf,Laptop,Clothing,237.67,208.15,0,9,West,29.52
2024-01-25,2ef0a,Printer,Furniture,1029.81,754.45,10,2,East,275.36
2024-01-26,1b070,Monitor,Clothing,398.27,234.94,20,6,North,163.33
2024-01-27,2fa88,Laptop,Accessories,614.56,437.92,10,1,East,176.64
2024-01-28,57918,Smartphone,Electronics,241.79,125.23,20,8,West,116.56
2024-01-29,42df8,Tablet,Electronics,1403.29,872.65,20,5,North,530.64
2024-01-30,5ef6d,Chair,Furniture,413.01,370.61,0,8,West,42.4
2024-01-31,f3c4c,Tablet,Furniture,786.34,672.94,10,1,South,113.4
2024-02-01,cd25f,Headphones,Clothing,1340.49,840.44,5,3,East,500.05
2024-02-02,2dd1b,Laptop,Accessories,90.25,59.93,20,8,South,30.32
2024-02-03,6b7af,Chair,Accessories,779.6,426.17,10,2,North,353.43
2024-02-04,56f65,Printer,Electronics,820.83,598.69,0,4,South,222.14
2024-02-05,2c965,Smartphone,Furniture,54.14,42.21,20,1,South,11.93
2024-02-06,a5f07,Tablet,Furniture,958.57,797.34,5,9,East,161.23
2024-02-07,8af71,Desk,Electronics,1104.37,580.81,15,1,East,523.56
2024-02-08,a92ed,Monitor,Clothing,1452.57,797.28,0,8,North,655.29
2024-02-09,88ad4,Printer,Electronics,151.98,127.41,0,8,East,24.57
2024-02-10,21df0,Monitor,Accessories,1306.6,1012.08,10,7,East,294.52
2024-02-11,54db8,Keyboard,Furniture,289.67,163.51,0,8,North,126.16
2024-02-12,982d6,Chair,Furniture,1718.07,1071.61,0,1,East,646.46
2024-02-13,f0258,Printer,Clothing,639.51,383.08,15,2,East,256.43
2024-02-14,1d1a6,Headphones,Electronics,719.39,537.58,0,5,South,181.81
2024-02-15,82147,Mouse,Accessories,483.68,251.96,5,1,East,231.72
2024-02-16,8717f,Monitor,Electronics,330.91,198.21,5,10,North,132.7
2024-02-17,57185,Laptop,Accessories,907.29,619.67,20,3,West,287.62
2024-02-18,4a12b,Mouse,Accessories,1498.22,815.33,20,10,North,682.89
2024-02-19,e9fe1,Tablet,Accessories,308.85,171.44,10,7,East,137.41
2024-02-20,dced3,Tablet,Electronics,213.88,132.78,15,8,South,81.1
2024-02-21,caa54,Monitor,Accessories,1343.55,733.2,15,9,South,610.35
2024-02-22,79f41,Smartphone,Clothing,1849.02,1126.27,0,8,South,722.75
2024-02-23,d9dab,Laptop,Furniture,1743.99,1058.57,10,10,South,685.42
2024-02-24,7a6b4,Desk,Electronics,808.01,422.51,10,6,East,385.5
2024-02-25,4eacb,Printer,Electronics,1674.68,914.35,0,8,North,760.33
2024-02-26,8d856,Monitor,Electronics,774.03,491.06,15,3,North,282.97
2024-02-27,bbd85,Smartphone,Furniture,168.59,102.55,0,5,East,66.04
2024-02-28,46ebd,Desk,Clothing,991.71,688.81,20,4,South,302.9
2024-02-29,4e43b,Monitor,Furniture,597.33,532.31,0,2,East,65.02
2024-03-01,887fc,Monitor,Clothing,1947.8,1437.12,10,10,North,510.68
2024-03-02,8956c,Mouse,Accessories,718.01,515.06,0,6,East,202.95
2024-03-03,a2bac,Printer,Accessories,1353.44,854.77,0,5,East,498.67
2024-03-04,7d3a6,Tablet,Clothing,1635.45,1261.46,0,2,North,373.99
2024-03-05,cc369,Desk,Electronics,1679.62,1289.77,20,3,East,389.85
2024-03-06,6a286,Headphones,Furniture,119.21,102.28,5,7,East,16.93
2024-03-07,b2f50,Keyboard,Furniture,640.8,519.59,0,5,East,121.21
2024-03-08,8fefa,Monitor,Furniture,454.23,373.42,15,7,South,80.81
2024-03-09,42725,Printer,Electronics,1285.82,653.53,0,2,East,632.29
2024-03-10,b6d2f,Keyboard,Furniture,1120.28,582.62,0,1,South,537.66
2024-03-11,912c2,Tablet,Furniture,655.34,557.8,5,6,North,97.54
2024-03-12,8d69d,Laptop,Furniture,761.98,469.6,5,2,South,292.38
2024-03-13,a0ae1,Desk,Furniture,895.65,570.53,5,6,West,325.12
2024-03-14,438fd,Keyboard,Electronics,1722.95,1193.42,10,10,South,529.53
2024-03-15,9b459,Headphones,Accessories,1987.25,1110.19,5,5,North,877.06
2024-03-16,2ee54,Laptop,Electronics,247.2,177.37,20,1,East,69.83
2024-03-17,47054,Desk,Clothing,1950.06,1607.83,15,3,South,342.23
2024-03-18,67259,Headphones,Electronics,1496.13,1116.77,15,2,West,379.36
2024-03-19,ee05a,Laptop,Electronics,1773.03,1565.14,5,5,North,207.89
2024-03-20,e8b63,Printer,Accessories,1724.35,865.47,15,6,North,858.88
2024-03-21,9a8b3,Chair,Clothing,1020.14,819.64,10,4,East,200.5
2024-03-22,c6070,Smartphone,Electronics,782.86,559.02,0,2,South,223.84
2024-03-23,4f986,Smartphone,Clothing,1963.47,1386.11,15,2,East,577.36
2024-03-24,6938f,Smartphone,Electronics,88.07,45.91,15,6,West,42.16
2024-03-25,38d3b,Printer,Accessories,1315.4,899.58,20,6,South,415.82
2024-03-26,41c22,Chair,Furniture,1046.75,890.46,15,1,South,156.29
2024-03-27,d00cc,Printer,Electronics,531.92,313.11,0,8,North,218.81
2024-03-28,5f8ef,Headphones,Electronics,1324.25,784.17,0,3,West,540.08
2024-03-29,c289f,Monitor,Accessories,1172.94,985.54,0,1,South,187.4
2024-03-30,34a28,Laptop,Clothing,59.25,47.58,5,3,North,11.67
2024-03-31,437a8,Laptop,Clothing,1871.99,1535.1,20,8,North,336.89
2024-04-01,7ef01,Keyboard,Clothing,633.27,458.13,10,8,West,175.14
2024-04-02,33466,Mouse,Furniture,337.53,219.17,10,9,East,118.36
2024-04-03,ac0e2,Tablet,Clothing,949.53,817.15,0,8,East,132.38
2024-04-04,4b5b1,Desk,Electronics,1840.97,961.0,10,3,North,879.97
2024-04-05,90d2d,Mouse,Furniture,1290.31,765.04,20,5,West,525.27
2024-04-06,d72c7,Keyboard,Furniture,999.46,810.89,20,5,West,188.57
2024-04-07,3f2fa,Printer,Clothing,1503.65,877.63,15,4,West,626.02
2024-04-08,6e029,Smartphone,Furniture,913.43,684.91,0,5,West,228.52
2024-04-09,66a2e,Headphones,Electronics,1809.87,1157.9,10,7,North,651.97
2024-04-10,7e8c0,Mouse,Electronics,620.85,413.94,20,7,South,206.91
2024-04-11,8b89b,Chair,Accessories,1214.38,689.93,10,10,South,524.45
2024-04-12,4d30e,Laptop,Electronics,1169.06,650.12,20,1,South,518.94
2024-04-13,748f1,Desk,Electronics,883.07,766.7,5,4,East,116.37
2024-04-14,b81a7,Headphones,Accessories,1055.62,675.26,0,8,West,380.36
2024-04-15,3b1b3,Keyboard,Furniture,249.39,187.46,20,7,South,61.93
2024-04-16,38231,Laptop,Furniture,1018.25,765.2,15,2,East,253.05
2024-04-17,32cc8,Smartphone,Accessories,718.05,531.56,5,5,East,186.49
2024-04-18,a23df,Monitor,Clothing,1817.27,1516.6,15,7,East,300.67
2024-04-19,c952b,Keyboard,Accessories,1844.83,1076.29,5,7,West,768.54
2024-04-20,ba10e,Headphones,Accessories,277.26,249.22,15,9,East,28.04
2024-04-21,bd77f,Monitor,Electronics,1024.47,615.91,10,9,West,408.56
2024-04-22,30820,Tablet,Clothing,1631.04,853.72,5,10,East,777.32
2024-04-23,8dc6a,Laptop,Furniture,1655.03,953.78,0,9,North,701.25
2024-04-24,98385,Headphones,Accessories,1470.2,1308.59,0,7,West,161.61
2024-04-25,846bb,Printer,Accessories,94.77,83.91,15,4,North,10.86
2024-04-26,4c00b,Printer,Furniture,1441.3,1247.93,20,9,West,193.37
2024-04-27,50d11,Desk,Furniture,670.53,542.44,5,4,East,128.09
2024-04-28,ad407,Keyboard,Electronics,879.07,761.83,20,1,South,117.24
2024-04-29,2d529,Keyboard,Furniture,1876.09,1617.88,15,6,West,258.21
2024-04-30,ebe85,Laptop,Clothing,1165.13,847.28,15,7,West,317.85
2024-05-01,d75ab,Keyboard,Clothing,104.92,57.28,10,7,North,47.64
2024-05-02,ab61f,Laptop,Clothing,1680.62,1070.46,15,3,North,610.16
2024-05-03,9a52c,Smartphone,Accessories,367.99,187.38,15,5,East,180.61
2024-05-04,59ece,Tablet,Clothing,987.17,754.85,15,8,West,232.32
2024-05-05,805f1,Monitor,Electronics,1189.06,613.71,0,8,North,575.35
2024-05-06,84c12,Tablet,Clothing,1293.33,800.7,15,1,North,492.63
2024-05-07,a4d27,Laptop,Electronics,1399.93,914.89,5,6,West,485.04
2024-05-08,cd351,Headphones,Clothing,1389.5,1153.94,0,2,East,235.56
2024-05-09,6439d,Desk,Furniture,1848.1,1376.33,5,4,North,471.77
2024-05-10,cd721,Monitor,Clothing,1037.12,570.86,15,3,West,466.26
2024-05-11,2ff5d,Chair,Accessories,1354.98,1001.15,10,6,North,353.83
2024-05-12,85225,Desk,Clothing,328.4,190.34,15,2,East,138.06
2024-05-13,d7f9e,Smartphone,Accessories,530.83,282.28,20,7,East,248.55
2024-05-14,d2953,Printer,Electronics,163.05,84.3,20,2,West,78.75
2024-05-15,9dd06,Keyboard,Accessories,105.95,87.01,0,10,West,18.94
2024-05-16,8bc3a,Smartphone,Clothing,164.37,128.32,15,8,West,36.05
2024-05-17,f0c9e,Laptop,Electronics,847.56,544.95,20,7,East,302.61
2024-05-18,dcd0a,Laptop,Clothing,211.4,177.22,15,4,North,34.18
2024-05-19,8f94b,Monitor,Clothing,560.85,444.65,5,6,West,116.2
2024-05-20,70e82,Keyboard,Accessories,948.69,845.32,5,8,South,103.37
2024-05-21,42674,Headphones,Furniture,228.24,186.05,5,10,South,42.19
2024-05-22,88f9f,Desk,Clothing,1125.02,827.58,0,3,North,297.44
2024-05-23,db6e6,Keyboard,Furniture,1047.97,705.23,10,3,North,342.74
2024-05-24,208c3,Laptop,Clothing,1285.24,715.25,0,10,North,569.99
2024-05-25,519f1,Printer,Clothing,286.01,170.82,5,7,West,115.19
2024-05-26,41a05,Laptop,Furniture,1370.03,888.05,0,4,South,481.98
2024-05-27,2e635,Mouse,Accessories,1184.0,863.23,0,9,West,320.77
2024-05-28,64e0d,Printer,Electronics,431.77,361.27,10,1,North,70.5
2024-05-29,b3b9f,Desk,Furniture,1520.82,873.34,0,9,North,647.48
2024-05-30,5413f,Mouse,Accessories,1949.73,1608.47,20,1,East,341.26
2024-05-31,4abb6,Keyboard,Furniture,1766.8,1264.79,0,8,North,502.01
2024-06-01,28c2f,Printer,Clothing,1392.71,960.6,15,9,South,432.11
2024-06-02,1dcb4,Chair,Accessories,570.89,394.35,20,1,West,176.54
2024-06-03,1f9ab,Monitor,Accessories,1628.88,1040.84,20,7,West,588.04
2024-06-04,ae783,Smartphone,Clothing,1003.35,712.06,15,1,East,291.29
2024-06-05,864b3,Headphones,Accessories,731.83,385.13,10,10,South,346.7
2024-06-06,744fe,Mouse,Clothing,1295.63,771.44,15,7,East,524.19
2024-06-07,4e1c4,Keyboard,Electronics,1061.29,774.13,0,1,East,287.16
